E6A55_01785,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01790,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01795,"rpoH",Dispensable
E6A55_01800,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01805,"ybiB",Dispensable
E6A55_01810,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01815,"ntrB",Dispensable
E6A55_01820,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01825,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01830,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01835,"maiA",Dispensable
E6A55_01840,"ftsY",Dispensable
E6A55_01845,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01850,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01855,"rsmD",Dispensable
E6A55_01860,"coaD",Dispensable
E6A55_01865,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01870,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01875,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_01880,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_01895,"ispE",Dispensable
E6A55_01900,"lolB",Dispensable
E6A55_01905,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01910,"mutM",Dispensable
E6A55_01915,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01920,"mutY",Dispensable
E6A55_01925,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01930,"rapZ",Dispensable
E6A55_01935,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_01945,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01960,"lptB",Dispensable
E6A55_01965,"lptA",Dispensable
E6A55_01970,"lptC",Dispensable
E6A55_01975,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01980,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01985,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01990,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_01995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Essential
E6A55_02000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02005,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02015,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02020,"uvrA",Dispensable
E6A55_02025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02030,"ssb",Dispensable
E6A55_02035,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02045,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02075,"incomplete; partial on complete genome; missingN-terminus and C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_02080,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02085,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02100,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02130,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02135,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02150,"queF",Dispensable
E6A55_02155,"ilvA",Dispensable
E6A55_02160,"otsB",Dispensable
E6A55_02165,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02170,"otsA",Dispensable
E6A55_02175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02210,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02215,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_02220,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
